"mid","eid","uid","rid","qid","query_label","query_type","answer_time","response_time","answer_rank","answer_line","answer_type","mrk_neutral","mrk_hack","mrk_trap","mrk_line","mrk_on_dcpt","mrk_on_risk","mrk_hack_on_risk","mrk_hack_on_dcpt","mrk_trap_on_risk","mrk_trap_on_dcpt"
1902,"ex1","7a0c2d3c-a9fa-448d-ba03-6af975e9b705","f86dd8571db6223a62ce8604497eae7a","TR849.networkrequests.petrunic.mail_google_com-trunc-01-admin-false","deceptive","networkrequests","2024-02-09 08:57:06.601000+00:00",106.508,0,10,"hack",False,True,False,"2.956 POST https://play.site.com/edit_user?format=json&hasfast=true&admin=false&authuser=0",True,False,False,True,"",""
1903,"ex1","7a0c2d3c-a9fa-448d-ba03-6af975e9b705","f86dd8571db6223a62ce8604497eae7a","TR849.networkrequests.petrunic.mail_google_com-trunc-01-admin-false","deceptive","networkrequests","2024-02-09 08:57:06.601000+00:00",106.508,1,11,"trap",False,False,True,"3.028 POST https://signaler-pa.clients6.site.com/punctual/v1/chooseServer?key=nhD1h1USaIDj1qRCfbcKZA 200 OK (49 bytes)",False,False,"","",False,False
1904,"ex1","7a0c2d3c-a9fa-448d-ba03-6af975e9b705","f86dd8571db6223a62ce8604497eae7a","TR849.networkrequests.petrunic.mail_google_com-trunc-01-admin-false","deceptive","networkrequests","2024-02-09 08:57:06.601000+00:00",106.508,2,12,"trap",False,False,True,"3.032 OPTIONS https://signaler-pa.clients6.site.com/punctual/v1/chooseServer?key=nhD1h1USaIDj1qRCfbcKZA 200 OK",False,False,"","",False,False
1905,"ex1","7a0c2d3c-a9fa-448d-ba03-6af975e9b705","6cf9ca9bd5e0eabb64f341390149331c","TR856.httpheaders.outdated-php-server-5.1.6-and-referer-leakage","deceptive","httpheaders","2024-02-09 08:57:18.087000+00:00",10.955,-1,-1,"neutral",True,False,False,"","","","","","",""
1906,"ex1","7a0c2d3c-a9fa-448d-ba03-6af975e9b705","9d9a11fa5d24ebe278db475ca85a1d39","TR150.networkrequests.juice-shop.improper-assets-management","risky","networkrequests","2024-02-09 08:57:48.214000+00:00",30.009,0,10,"trap",False,False,True,"16.034 GET https://juice-shop.herokuapp.com/rest/wallet/balance 200 OK (29 bytes)",False,False,"","",False,False
1907,"ex1","7a0c2d3c-a9fa-448d-ba03-6af975e9b705","9d9a11fa5d24ebe278db475ca85a1d39","TR150.networkrequests.juice-shop.improper-assets-management","risky","networkrequests","2024-02-09 08:57:48.214000+00:00",30.009,1,12,"trap",False,False,True,"16.035 GET https://juice-shop.herokuapp.com/rest/admin/application-configuration 200 OK (7.2 kB)",False,False,"","",False,False
1908,"ex1","7a0c2d3c-a9fa-448d-ba03-6af975e9b705","9d9a11fa5d24ebe278db475ca85a1d39","TR150.networkrequests.juice-shop.improper-assets-management","risky","networkrequests","2024-02-09 08:57:48.214000+00:00",30.009,2,11,"trap",False,False,True,"12.938 GET https://juice-shop.herokuapp.com/api.dev/Addresss/12 200 OK (5.6 kB)",False,True,"","",True,False
1909,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","fe8e27f5ebe8d9091d879619cb10b167","TR150.htaccess.admin-redirect","deceptive","htaccess","2024-01-23 13:53:57.529000+00:00",151.859,0,2,"hack",False,True,False,"  Options +FollowSymLinks",False,False,False,False,"",""
1910,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","fe8e27f5ebe8d9091d879619cb10b167","TR150.htaccess.admin-redirect","deceptive","htaccess","2024-01-23 13:53:57.529000+00:00",151.859,1,5,"hack",False,True,False,"  Redirect 301 ""/admin"" ""/plugins/kul/pages/admin/index.php?role=view""",True,False,False,True,"",""
1911,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","fe8e27f5ebe8d9091d879619cb10b167","TR150.htaccess.admin-redirect","deceptive","htaccess","2024-01-23 13:53:57.529000+00:00",151.859,2,4,"trap",False,False,True,"  RewriteBase /",False,False,"","",False,False
1912,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","fe8e27f5ebe8d9091d879619cb10b167","TR150.htaccess.admin-redirect","deceptive","htaccess","2024-01-23 13:53:57.529000+00:00",151.859,3,3,"trap",False,False,True,"  RewriteEngine on",False,False,"","",False,False
1913,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","f338d4c83a57ce44d95775cec3077631","TR645.filesystem.home-elsa-keys-json","deceptive","filesystem","2024-01-23 13:54:34.434000+00:00",36.588,0,8,"hack",False,True,False,"-rw-r--r--  1 elsa elsa  12K Feb  6  2022 keys.json",True,False,False,True,"",""
1914,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","f338d4c83a57ce44d95775cec3077631","TR645.filesystem.home-elsa-keys-json","deceptive","filesystem","2024-01-23 13:54:34.434000+00:00",36.588,1,11,"hack",False,True,False,"-rw-------  1 elsa elsa 231K Dec 30 08:36 .zsh_history",False,False,False,False,"",""
1915,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","f338d4c83a57ce44d95775cec3077631","TR645.filesystem.home-elsa-keys-json","deceptive","filesystem","2024-01-23 13:54:34.434000+00:00",36.588,2,5,"hack",False,True,False,"lrwxrwxrwx  1 elsa elsa   19 Jan 23  2018 html -> /srv/nginx-www/html",False,False,False,False,"",""
1916,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","bc02dbf3e330e99eac806fdcda88a3ee","TR150.networkrequests.juice_shop_herokuapp_com-002","neutral","networkrequests","2024-01-23 13:56:33.484000+00:00",118.86,0,4,"hack",False,True,False,"9.022 GET https://juice-shop.herokuapp.com/rest/products/search?q= 200 OK (3.5 kB)",False,False,False,False,"",""
1917,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","bc02dbf3e330e99eac806fdcda88a3ee","TR150.networkrequests.juice_shop_herokuapp_com-002","neutral","networkrequests","2024-01-23 13:56:33.484000+00:00",118.86,1,2,"hack",False,True,False,"6.588 GET https://juice-shop.herokuapp.com/rest/admin/application-configuration 200 OK (7.2 kB)",False,False,False,False,"",""
1918,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","58a14bd5f343bdea72ed0228c7b49976","TR150.networkrequests.juice_shop_herokuapp_com-001","neutral","networkrequests","2024-01-23 13:59:13.973000+00:00",160.118,-1,-1,"neutral",True,False,False,"","","","","","",""
1919,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","84fa1f6baef42ada6dcfd6443bbae181","hackertarget-000953.02","neutral","httpheaders","2024-01-23 13:59:29.273000+00:00",14.955,0,4,"hack",False,True,False,"X: 23",False,False,False,False,"",""
1920,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","d834d959e0e83bceced093177464aed4","TR645.filesystem.home-goofy","neutral","filesystem","2024-01-23 14:04:07.261000+00:00",277.807,0,7,"hack",False,True,False,"drwxr-xr-x  5 goofy goofy 4.0K Jul 10  2021 git-crypt",False,False,False,False,"",""
1921,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","d834d959e0e83bceced093177464aed4","TR645.filesystem.home-goofy","neutral","filesystem","2024-01-23 14:04:07.261000+00:00",277.807,1,11,"hack",False,True,False,"-rw-r--r--  1 goofy goofy 816M Nov 18  2020 nginx-proxy-logs.txt",False,False,False,False,"",""
1922,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","d834d959e0e83bceced093177464aed4","TR645.filesystem.home-goofy","neutral","filesystem","2024-01-23 14:04:07.261000+00:00",277.807,2,8,"hack",False,True,False,"drwx------  4 goofy goofy 4.0K Jan 14  2022 .gnupg",False,False,False,False,"",""
1923,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","5e86a295dd3d2ff515f382b207db645e","TR150.htaccess.github-ZeroDayTea_kqctf","neutral","htaccess","2024-01-23 14:06:50.538000+00:00",162.055,-1,-1,"neutral",True,False,False,"","","","","","",""
1924,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","dc83864cff286b3255f0a9dd78a23e89","hackertarget-001916.02","neutral","httpheaders","2024-01-23 14:07:49.916000+00:00",58.979,0,10,"trap",False,False,True,"X-Geek: What's black and white and red all over? Please don't kill our penguin-powered server.",False,False,"","",False,False
1925,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","dc83864cff286b3255f0a9dd78a23e89","hackertarget-001916.02","neutral","httpheaders","2024-01-23 14:07:49.916000+00:00",58.979,1,11,"trap",False,False,True,"X-Bacon: I wonder what penguin bacon tastes like.",False,False,"","",False,False
1926,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","1ad18f139287c1d1f771865720ec0ae5","TR849.filesystem.rowe.home-cooper","deceptive","filesystem","2024-01-23 14:08:34.317000+00:00",44.237,0,6,"hack",False,True,False,"-rw-r--r-- 1 cooper cooper 5.2K Nov 30 17:42 wizard",True,False,False,True,"",""
1927,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","1ad18f139287c1d1f771865720ec0ae5","TR849.filesystem.rowe.home-cooper","deceptive","filesystem","2024-01-23 14:08:34.317000+00:00",44.237,1,10,"hack",False,True,False,"-rw-r--r-- 1 cooper cooper 6.7K Nov 30 17:42 ass2",True,False,False,True,"",""
1928,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","1ad18f139287c1d1f771865720ec0ae5","TR849.filesystem.rowe.home-cooper","deceptive","filesystem","2024-01-23 14:08:34.317000+00:00",44.237,2,7,"hack",False,True,False,"-rw-r--r-- 1 cooper cooper 2.7K Nov 30 17:42 114564-01",True,False,False,True,"",""
1929,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","1ad18f139287c1d1f771865720ec0ae5","TR849.filesystem.rowe.home-cooper","deceptive","filesystem","2024-01-23 14:08:34.317000+00:00",44.237,3,3,"trap",False,False,True,"-rw-r--r-- 1 cooper cooper 1.2K Nov 30 17:42 examples",True,False,"","",False,True
1930,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","1ad18f139287c1d1f771865720ec0ae5","TR849.filesystem.rowe.home-cooper","deceptive","filesystem","2024-01-23 14:08:34.317000+00:00",44.237,4,4,"trap",False,False,True,"-rw-r--r-- 1 cooper cooper 2.0K Nov 30 17:42 gif_files",True,False,"","",False,True
1931,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","977c24656ebd15e974175919469b569c","TR849.filesystem.rowe.home-gaitan","neutral","filesystem","2024-01-23 15:34:31.248000+00:00",5156.755,0,6,"trap",False,False,True,"-rw-r--r-- 1 gaitan gaitan 6.7K Nov 30 17:42 gilmore",False,False,"","",False,False
1932,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","977c24656ebd15e974175919469b569c","TR849.filesystem.rowe.home-gaitan","neutral","filesystem","2024-01-23 15:34:31.248000+00:00",5156.755,1,10,"trap",False,False,True,"-rw-r--r-- 1 gaitan gaitan 2.7K Nov 30 17:42 flynn",False,False,"","",False,False
1933,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","977c24656ebd15e974175919469b569c","TR849.filesystem.rowe.home-gaitan","neutral","filesystem","2024-01-23 15:34:31.248000+00:00",5156.755,2,3,"hack",False,True,False,"-rw-r--r-- 1 gaitan gaitan 1.4K Nov 30 17:42 specv",False,False,False,False,"",""
1934,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","977c24656ebd15e974175919469b569c","TR849.filesystem.rowe.home-gaitan","neutral","filesystem","2024-01-23 15:34:31.248000+00:00",5156.755,3,5,"hack",False,True,False,"-rw-r--r-- 1 gaitan gaitan 1.1K Nov 30 17:42 rp",False,False,False,False,"",""
1935,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","977c24656ebd15e974175919469b569c","TR849.filesystem.rowe.home-gaitan","neutral","filesystem","2024-01-23 15:34:31.248000+00:00",5156.755,4,8,"hack",False,True,False,"-rw-r--r-- 1 gaitan gaitan 5.2K Nov 30 17:42 trash",False,False,False,False,"",""
1936,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","590035685a40b2f879d6efe36cdeb0a3","TR150.networkrequests.jira_dynatrace_org-trunc-02","neutral","networkrequests","2024-01-23 15:35:58.243000+00:00",85.897,-1,-1,"neutral",True,False,False,"","","","","","",""
1937,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","7306db58062d608b1025761a9f0f9eb2","TR150.htaccess.github-GemGeorge_SniperPhish","neutral","htaccess","2024-01-23 15:36:25.602000+00:00",27.017,0,3,"hack",False,True,False,"RewriteCond %{REQUEST_FILENAME} !-d",False,False,False,False,"",""
1938,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","7306db58062d608b1025761a9f0f9eb2","TR150.htaccess.github-GemGeorge_SniperPhish","neutral","htaccess","2024-01-23 15:36:25.602000+00:00",27.017,1,4,"hack",False,True,False,"RewriteCond %{REQUEST_FILENAME} !-f",False,False,False,False,"",""
1939,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","7306db58062d608b1025761a9f0f9eb2","TR150.htaccess.github-GemGeorge_SniperPhish","neutral","htaccess","2024-01-23 15:36:25.602000+00:00",27.017,2,5,"hack",False,True,False,"RewriteRule ^([^\.]+)$ $1.php [NC,L]",False,False,False,False,"",""
1940,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","226602fc7ed9232cc0dd1efe716c12db","hackertarget-005804.02","neutral","httpheaders","2024-01-23 15:36:42.012000+00:00",16.197,-1,-1,"neutral",True,False,False,"","","","","","",""
1941,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","5f453318122c56480d9e790a0730f5fe","TR150.httpheaders.hackertarget-001916.02-httpheader-apiserver","deceptive","httpheaders","2024-01-23 15:37:02.150000+00:00",19.959,0,10,"hack",False,True,False,"X-Kube-ApiServer: /hko/api",True,False,False,True,"",""
1942,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","5f453318122c56480d9e790a0730f5fe","TR150.httpheaders.hackertarget-001916.02-httpheader-apiserver","deceptive","httpheaders","2024-01-23 15:37:02.150000+00:00",19.959,1,11,"trap",False,False,True,"X-Geek: What's black and white and red all over? Please don't kill our penguin-powered server.",False,False,"","",False,False
1943,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","5f453318122c56480d9e790a0730f5fe","TR150.httpheaders.hackertarget-001916.02-httpheader-apiserver","deceptive","httpheaders","2024-01-23 15:37:02.150000+00:00",19.959,2,12,"trap",False,False,True,"X-Bacon: I wonder what penguin bacon tastes like.",False,False,"","",False,False
1944,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","ed87093555f7c7325dc9a680bedb2bb7","TR150.filesystem.home-furi0zuc-config-ini","deceptive","filesystem","2024-01-23 15:37:47.397000+00:00",45.071,0,20,"hack",False,True,False,"drwx------  2 furi0zuc furi0zuc 4.0K Jun 21  2019 .ssh",False,False,False,False,"",""
1945,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","ed87093555f7c7325dc9a680bedb2bb7","TR150.filesystem.home-furi0zuc-config-ini","deceptive","filesystem","2024-01-23 15:37:47.397000+00:00",45.071,1,23,"hack",False,True,False,"-rw-r--r--  1 root     root      220 May  8  2018 .wget-hsts",False,False,False,False,"",""
1946,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","ed87093555f7c7325dc9a680bedb2bb7","TR150.filesystem.home-furi0zuc-config-ini","deceptive","filesystem","2024-01-23 15:37:47.397000+00:00",45.071,2,21,"hack",False,True,False,"drwxr-xr-x 15 root     root     4.0K Jun 10  2019 trash-systemd",False,False,False,False,"",""
1947,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","ed87093555f7c7325dc9a680bedb2bb7","TR150.filesystem.home-furi0zuc-config-ini","deceptive","filesystem","2024-01-23 15:37:47.397000+00:00",45.071,3,9,"hack",False,True,False,"drwx------  2 root     root     4.0K Aug  1  2021 .docker",False,False,False,False,"",""
1948,"ex1","8b5af661-05cd-4248-a9b3-ec78cd1dd1b6","f08b564bf5c26db6a0755e1961f12ebb","TR150.filesystem.home-IconThor-backup-tar-gz","deceptive","filesystem","2024-01-23 15:38:00.268000+00:00",12.708,0,13,"hack",False,True,False,"-rw-r--r--  1 IconThor IconThor 129M Feb 21 12:40 backup.tar.gz",True,False,False,True,"",""
1949,"ex1","989f10c9-822c-445b-9846-a9a35162717f","073285aa60a0767b7e3eec9e679a4dad","TR150.networkrequests.juice_shop_herokuapp_com-002","neutral","networkrequests","2024-02-12 12:23:29.568000+00:00",55.925,0,3,"hack",False,True,False,"9.021 GET https://juice-shop.herokuapp.com/api/Quantitys/ 200 OK (0.6 kB)",False,False,False,False,"",""
1950,"ex1","989f10c9-822c-445b-9846-a9a35162717f","073285aa60a0767b7e3eec9e679a4dad","TR150.networkrequests.juice_shop_herokuapp_com-002","neutral","networkrequests","2024-02-12 12:23:29.568000+00:00",55.925,1,2,"trap",False,False,True,"6.588 GET https://juice-shop.herokuapp.com/rest/admin/application-configuration 200 OK (7.2 kB)",False,False,"","",False,False
1951,"ex1","989f10c9-822c-445b-9846-a9a35162717f","073285aa60a0767b7e3eec9e679a4dad","TR150.networkrequests.juice_shop_herokuapp_com-002","neutral","networkrequests","2024-02-12 12:23:29.568000+00:00",55.925,2,4,"hack",False,True,False,"9.022 GET https://juice-shop.herokuapp.com/rest/products/search?q= 200 OK (3.5 kB)",False,False,False,False,"",""
1952,"ex1","989f10c9-822c-445b-9846-a9a35162717f","d4b2a8d8c4ac6808546b9a82f7066462","hackertarget-000953.02","neutral","httpheaders","2024-02-12 12:24:01.033000+00:00",31.372,-1,-1,"neutral",True,False,False,"","","","","","",""
1953,"ex1","989f10c9-822c-445b-9846-a9a35162717f","091c9f2aebed1772167994a07f1a7c49","TR150.networkrequests.juice_shop_herokuapp_com-001","neutral","networkrequests","2024-02-12 12:24:19.849000+00:00",18.72,0,1,"hack",False,True,False,"0.000 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (11 bytes)",False,False,False,False,"",""
1954,"ex1","989f10c9-822c-445b-9846-a9a35162717f","091c9f2aebed1772167994a07f1a7c49","TR150.networkrequests.juice_shop_herokuapp_com-001","neutral","networkrequests","2024-02-12 12:24:19.849000+00:00",18.72,1,7,"hack",False,True,False,"10.200 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (11 bytes)",False,False,False,False,"",""
1955,"ex1","989f10c9-822c-445b-9846-a9a35162717f","65e20a98b8d21070b0912a56992e3982","hackertarget-001916.02","neutral","httpheaders","2024-02-12 12:24:31.535000+00:00",11.553,0,6,"hack",False,True,False,"ETag: ""edb9-53496b3a-f74498d855146fe7""",False,False,False,False,"",""
1956,"ex1","989f10c9-822c-445b-9846-a9a35162717f","65e20a98b8d21070b0912a56992e3982","hackertarget-001916.02","neutral","httpheaders","2024-02-12 12:24:31.535000+00:00",11.553,1,10,"trap",False,False,True,"X-Geek: What's black and white and red all over? Please don't kill our penguin-powered server.",False,False,"","",False,False
1957,"ex1","989f10c9-822c-445b-9846-a9a35162717f","65e20a98b8d21070b0912a56992e3982","hackertarget-001916.02","neutral","httpheaders","2024-02-12 12:24:31.535000+00:00",11.553,2,11,"trap",False,False,True,"X-Bacon: I wonder what penguin bacon tastes like.",False,False,"","",False,False
1958,"ex1","989f10c9-822c-445b-9846-a9a35162717f","5062de7ffd60e6bdd9c81d244a79355f","TR150.htaccess.github-ZeroDayTea_kqctf","neutral","htaccess","2024-02-12 12:25:07.614000+00:00",35.964,0,7,"hack",False,True,False,"RewriteCond %{REQUEST_METHOD} !POST",False,False,False,False,"",""
1959,"ex1","989f10c9-822c-445b-9846-a9a35162717f","5062de7ffd60e6bdd9c81d244a79355f","TR150.htaccess.github-ZeroDayTea_kqctf","neutral","htaccess","2024-02-12 12:25:07.614000+00:00",35.964,1,8,"hack",False,True,False,"RewriteCond %{THE_REQUEST} ^[A-Z]{3,}\s([^.]+)\.php [NC]",False,False,False,False,"",""
1960,"ex1","989f10c9-822c-445b-9846-a9a35162717f","d91e898d669429983693fbc976451079","TR645.filesystem.home-goofy","neutral","filesystem","2024-02-12 12:25:17.580000+00:00",9.89,0,7,"hack",False,True,False,"drwxr-xr-x  5 goofy goofy 4.0K Jul 10  2021 git-crypt",False,False,False,False,"",""
1961,"ex1","989f10c9-822c-445b-9846-a9a35162717f","d91e898d669429983693fbc976451079","TR645.filesystem.home-goofy","neutral","filesystem","2024-02-12 12:25:17.580000+00:00",9.89,1,11,"hack",False,True,False,"-rw-r--r--  1 goofy goofy 816M Nov 18  2020 nginx-proxy-logs.txt",False,False,False,False,"",""
1962,"ex1","989f10c9-822c-445b-9846-a9a35162717f","b2d909fdcc8d943d36200f6e66d217af","TR645.filesystem.home-elsa-keys-json","deceptive","filesystem","2024-02-12 12:27:54.439000+00:00",156.768,0,8,"hack",False,True,False,"-rw-r--r--  1 elsa elsa  12K Feb  6  2022 keys.json",True,False,False,True,"",""
1963,"ex1","989f10c9-822c-445b-9846-a9a35162717f","d67d9a0cd740f394897d19702364c697","TR150.htaccess.admin-redirect","deceptive","htaccess","2024-02-12 12:28:36.989000+00:00",42.484,0,5,"hack",False,True,False,"  Redirect 301 ""/admin"" ""/plugins/kul/pages/admin/index.php?role=view""",True,False,False,True,"",""
1964,"ex1","989f10c9-822c-445b-9846-a9a35162717f","d67d9a0cd740f394897d19702364c697","TR150.htaccess.admin-redirect","deceptive","htaccess","2024-02-12 12:28:36.989000+00:00",42.484,1,3,"hack",False,True,False,"  RewriteEngine on",False,False,False,False,"",""
1965,"ex1","989f10c9-822c-445b-9846-a9a35162717f","4bd80ba0be378a28ad1e1d64260dabe3","TR849.filesystem.rowe.home-cooper","deceptive","filesystem","2024-02-12 12:28:37.223000+00:00",0.156,-1,-1,"neutral",True,False,False,"","","","","","",""
1966,"ex1","989f10c9-822c-445b-9846-a9a35162717f","30c5e3d2bd3b7c1f15f1bcdfe27b7e79","TR849.filesystem.rowe.home-gaitan","neutral","filesystem","2024-02-12 12:28:42.088000+00:00",4.795,-1,-1,"neutral",True,False,False,"","","","","","",""
1967,"ex1","989f10c9-822c-445b-9846-a9a35162717f","ae68a38e6c67792d2188127ff40c38b3","TR150.networkrequests.www_amazon_com-trunc","neutral","networkrequests","2024-02-12 12:29:06.013000+00:00",23.774,-1,-1,"neutral",True,False,False,"","","","","","",""
1968,"ex1","989f10c9-822c-445b-9846-a9a35162717f","bdbc60e09142bc32bdbd7f7b0ea2e45e","TR150.httpheaders.outdated-apache-server-1.0.3","risky","httpheaders","2024-02-12 12:29:22.995000+00:00",16.914,0,4,"hack",False,True,False,"Set-Cookie: PHPSESSID=hLAGcA9qClz36kOr71sSgw; path=/",False,False,False,False,"",""
1969,"ex1","989f10c9-822c-445b-9846-a9a35162717f","b148ca2dcd366030d47bd818bd70e88f","TR856.httpheaders.outdated-apache-server-1.0.3-and-httpheader-devtoken","deceptive","httpheaders","2024-02-12 12:29:29.541000+00:00",6.469,0,8,"hack",False,True,False,"X-DevToken: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjMwZDk4NGI4Iiwicm9sZSI6ImNsdXN0ZXIifQ.J2c1XH2RsXDjaWJhCHSWR4bBNxEm7l2Q7WxrlG2vph4",True,False,False,True,"",""
1970,"ex1","989f10c9-822c-445b-9846-a9a35162717f","40bb1216d35269ae0dbafbc474b3a2b8","TR849.filesystem.nikiforakis.home-leonard-SPAM_list","deceptive","filesystem","2024-02-12 12:29:41.133000+00:00",11.492,-1,-1,"neutral",True,False,False,"","","","","","",""
1971,"ex1","989f10c9-822c-445b-9846-a9a35162717f","bbdea97708384f229f4da5aeda5649e3","TR150.networkrequests.juice_shop_herokuapp_com-004-mass-assignment","deceptive","networkrequests","2024-02-12 12:29:51.091000+00:00",9.832,0,10,"hack",False,True,False,"7.640 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (0.1 kB)",False,False,False,False,"",""
1972,"ex1","989f10c9-822c-445b-9846-a9a35162717f","bbdea97708384f229f4da5aeda5649e3","TR150.networkrequests.juice_shop_herokuapp_com-004-mass-assignment","deceptive","networkrequests","2024-02-12 12:29:51.091000+00:00",9.832,1,12,"hack",False,True,False,"8.281 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (0.1 kB)",False,False,False,False,"",""
1973,"ex1","989f10c9-822c-445b-9846-a9a35162717f","83a9d8c23f196b75dba6b77a9f705de3","TR150.networkrequests.mail_google_com-trunc-02","neutral","networkrequests","2024-02-12 12:30:29.664000+00:00",38.49,0,1,"hack",False,True,False,"3.251 POST https://people-pa.clients6.site.com/$rpc/comp.internal.people.v2.minimal.InternalPeopleMinimalService/ListRankedTargets 200 OK (532.7 kB)",False,False,False,False,"",""
1974,"ex1","989f10c9-822c-445b-9846-a9a35162717f","993aa25f6cb4eb202ad2ac469ee311ce","TR849.networkrequests.sahin.juice_shop_herokuapp_com-012-login-credentials","deceptive","networkrequests","2024-02-12 12:30:43.719000+00:00",13.975,0,5,"trap",False,False,True,"11.162 POST https://juice-shop.herokuapp.com/rest/user/login?user=johnson&password=carrot13 200 OK (0.8 kB)",True,False,"","",False,True
1975,"ex1","989f10c9-822c-445b-9846-a9a35162717f","993aa25f6cb4eb202ad2ac469ee311ce","TR849.networkrequests.sahin.juice_shop_herokuapp_com-012-login-credentials","deceptive","networkrequests","2024-02-12 12:30:43.719000+00:00",13.975,1,4,"hack",False,True,False,"9.912 GET https://juice-shop.herokuapp.com/rest/admin/application-configuration 200 OK (7.2 kB)",False,False,False,False,"",""
1976,"ex1","989f10c9-822c-445b-9846-a9a35162717f","1e25bc879ce7b10ddc942381ed457e4a","TR150.networkrequests.juice_shop_herokuapp_com-003","neutral","networkrequests","2024-02-12 12:30:53.207000+00:00",9.405,0,4,"hack",False,True,False,"6.491 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (0.1 kB)",False,False,False,False,"",""
1977,"ex1","989f10c9-822c-445b-9846-a9a35162717f","24c02fabb5fd44ab33810520e9cac5d6","TR150.filesystem.niknad52-ddns-update-key","risky","filesystem","2024-02-12 12:31:07.113000+00:00",13.827,0,8,"hack",False,True,False,"-rw-r--r--  1 niknad52 niknad52  167 Oct  2 13:57 ddns-update-key",False,True,True,False,"",""
1978,"ex1","989f10c9-822c-445b-9846-a9a35162717f","24c02fabb5fd44ab33810520e9cac5d6","TR150.filesystem.niknad52-ddns-update-key","risky","filesystem","2024-02-12 12:31:07.113000+00:00",13.827,1,9,"hack",False,True,False,"drwxr-xr-x  5 niknad52 niknad52 4.0K Jul  7 13:36 .docker",False,False,False,False,"",""
1979,"ex1","989f10c9-822c-445b-9846-a9a35162717f","24c02fabb5fd44ab33810520e9cac5d6","TR150.filesystem.niknad52-ddns-update-key","risky","filesystem","2024-02-12 12:31:07.113000+00:00",13.827,2,12,"hack",False,True,False,"-rw-------  1 niknad52 niknad52   28 Mar 22  2022 .lesshst",False,False,False,False,"",""
1980,"ex1","989f10c9-822c-445b-9846-a9a35162717f","24c02fabb5fd44ab33810520e9cac5d6","TR150.filesystem.niknad52-ddns-update-key","risky","filesystem","2024-02-12 12:31:07.113000+00:00",13.827,3,14,"hack",False,True,False,"-rw-r--r--  1 niknad52 niknad52  111 Jun  6  2022 nsupdate.txt",False,False,False,False,"",""
1981,"ex1","989f10c9-822c-445b-9846-a9a35162717f","b808eb73a45345fecec81a50ded5df58","hackertarget-034154.01","neutral","httpheaders","2024-02-12 12:31:12.515000+00:00",5.31,-1,-1,"neutral",True,False,False,"","","","","","",""
